17 17 17 17 17 17 17 17 17 17 36 36 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 57 57 57 57 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 57 57 57 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 57 57 70 71 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 57 86 87 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 64 65 64 65 64 65 64 65 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 0 0 0 80 81 80 81 80 81 80 81 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 64 65 64 65 64 65 64 65 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 0 0 57 0 80 81 80 81 80 81 80 81 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 45 46 44 44 0 0 0 0 0 0 0 0 0 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 5 6 83 83 83 83 83 83 83 83 8 9 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 61 62 44 44 57 0 0 0 57 0 0 0 57 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 21 56 18 18 18 18 18 18 18 18 56 25 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 44 44 42 43 42 43 42 43 42 43 42 43 42 43 64 65 64 65 0 0 0 0 0 0 0 0 0 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 21 56 18 18 18 18 18 18 18 18 56 25 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 44 44 58 59 58 59 58 59 58 59 58 59 58 59 80 81 80 81 0 0 57 0 0 0 57 0 0 0 57 0 57 57 57 57 57 57 57 57 57 57 57 57 21 22 23 23 23 23 23 23 23 23 24 25 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 14 14 0 0 57 57 57 57 57 57 57 57 57 57 57 57 37 38 10 10 34 47 63 34 10 10 40 41 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 0 0 0 85 85 0 0 57 57 57 57 57 57 57 57 57 57 57 57 15 34 34 34 34 34 34 34 34 34 34 31 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 14 14 0 0 57 57 57 57 57 57 57 57 57 57 57 57 15 10 10 10 10 10 10 10 11 12 10 31 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 0 0 57 0 85 85 0 0 57 57 57 57 57 57 57 57 57 57 57 57 78 26 26 26 26 26 26 26 27 28 26 79 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 5 6 7 7 7 7 8 9 57 57 57 57 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 0 0 0 21 22 23 23 23 23 24 25 57 57 57 57 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 37 38 11 12 10 10 40 41 57 57 57 57 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 0 0 57 0 78 26 27 28 26 26 26 79 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 57 57 57 57 80 81 80 81 80 81 80 81
17 17 17 17 17 17 17 17 17 17 36 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 64 65 64 65 64 65 64 65
17 17 17 17 17 17 17 17 17 17 36 36 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 80 81 80 81 80 81 80 81
55 55 55 55 55 55 55 55 55 55 52 36 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 64 65 64 65 64 65 64 65
55 55 55 55 55 55 55 55 55 55 55 52 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 0 0 57 0 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 85 80 81 80 81 80 81 80 81
44 44 44 44 44 44 44 44 44 44 44 44 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 5 6 7 7 7 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 65 64 65 64 65 64 65
44 44 44 44 44 44 44 44 44 44 44 44 44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 85 85 0 0 57 0 0 0 21 22 23 23 23 23 24 25 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 80 81 80 81 80 81 80 81
44 44 44 44 44 44 44 44 44 44 44 44 44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 14 14 0 0 0 0 0 0 37 38 11 12 10 10 40 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 65 64 65 64 65 64 65
