44 44 44 44 44 44 42 43 44 44 44 44 44 44 44 44 44 44 42 43 82 82 82 82 42 43 44 44 44 44 44 44 44 44 44 44 42 43 44 44
44 44 44 44 44 44 58 59 44 44 44 44 44 44 44 44 44 44 58 59 82 82 82 82 58 59 44 44 44 44 44 44 44 44 44 44 58 59 44 44
42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 82 82 82 82 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43
58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 82 82 82 82 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59
42 43 44 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 44 42 43
58 59 44 44 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 44 44 58 59
42 43 44 44 0 0 0 0 5 6 7 7 7 7 8 9 0 0 0 0 0 0 0 0 5 6 7 7 7 7 8 9 0 0 0 0 44 44 42 43
58 59 44 44 0 0 57 0 21 22 23 23 23 23 24 25 0 0 57 0 0 0 57 0 21 22 23 23 23 23 24 25 0 0 57 0 44 44 58 59
42 43 44 44 57 57 57 57 37 38 10 34 10 10 40 41 0 0 0 0 57 57 57 57 37 38 10 34 10 10 40 41 0 0 0 0 44 44 42 43
58 59 44 44 57 57 57 57 92 23 23 23 23 23 23 93 57 0 0 0 57 57 57 57 92 23 23 23 23 23 23 93 57 0 0 0 44 44 58 59
42 43 44 44 57 57 70 71 15 34 11 12 10 10 34 31 0 0 0 0 57 57 70 71 15 34 11 12 10 10 34 31 0 0 0 0 44 44 42 43
58 59 44 44 57 57 86 87 78 26 27 28 26 26 26 79 0 0 57 0 57 57 86 87 78 26 27 28 26 26 26 79 0 0 57 0 44 44 58 59
42 43 44 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 44 42 43
58 59 44 44 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 44 44 58 59
42 43 44 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 44 42 43
58 59 44 44 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 44 44 58 59
42 43 44 44 0 0 0 0 57 57 57 57 57 57 57 57 0 0 0 0 5 6 7 7 7 7 7 7 7 7 8 9 0 0 0 0 44 44 42 43
58 59 44 44 57 0 0 0 57 57 57 57 57 57 57 57 57 0 0 0 21 56 18 18 18 18 18 18 18 18 56 25 57 0 0 0 44 44 58 59
42 43 44 44 0 0 0 0 14 14 14 14 14 14 70 71 0 0 0 0 21 56 18 18 18 18 18 18 18 18 56 25 0 0 0 0 44 44 42 43
58 59 44 44 0 0 57 0 85 85 85 85 85 85 86 87 0 0 57 0 21 22 23 23 23 23 23 23 23 23 24 25 0 0 57 0 44 44 58 59
42 43 44 44 0 0 0 0 44 44 44 44 44 44 44 44 0 0 0 0 37 38 10 10 10 75 75 10 10 10 40 41 0 0 0 0 44 44 42 43
58 59 44 44 57 0 0 0 44 3 44 3 44 3 44 3 57 0 0 0 15 34 34 34 75 75 75 75 75 75 75 31 57 0 0 0 44 44 58 59
42 43 44 44 0 0 0 0 3 44 3 44 3 44 3 44 0 0 0 0 15 10 10 10 11 12 10 10 10 10 10 31 0 0 0 0 44 44 42 43
58 59 44 44 0 0 57 0 44 44 44 44 44 44 44 44 0 0 57 0 78 26 26 26 27 28 26 26 26 26 26 79 0 0 57 0 44 44 58 59
42 43 44 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 44 42 43
58 59 44 44 57 0 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 44 58 59
42 43 44 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 14 14 14 14 14 70 71 14 14 14 14 57 57 57 57 44 44 42 43
58 59 44 44 0 0 57 0 0 0 57 0 0 0 57 0 0 0 57 0 85 85 85 85 85 85 86 87 85 85 85 85 57 57 57 57 44 44 58 59
42 43 44 44 44 44 44 44 51 51 51 51 51 51 51 51 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 44 44 42 43
58 59 44 44 44 44 44 44 50 20 20 20 20 20 20 84 57 57 57 57 44 3 44 3 44 3 44 3 44 3 44 3 57 57 57 57 44 44 58 59
42 43 44 44 44 44 44 44 50 20 20 20 20 20 20 84 57 57 57 57 3 44 3 44 3 44 3 44 3 44 3 44 57 57 57 57 44 44 42 43
58 59 44 44 44 44 44 44 50 20 20 20 20 20 20 84 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 44 44 58 59
42 43 44 44 44 44 44 44 50 20 20 20 20 20 20 84 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 44 42 43
58 59 44 44 44 44 44 44 50 20 20 20 20 20 20 84 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 44 58 59
42 43 42 43 44 44 44 44 50 20 20 20 20 20 20 84 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43 42 43
58 59 58 59 44 44 44 44 50 20 20 20 20 20 20 84 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59 58 59
